,title,author,major,tutor,time,url
0,高功率因素无频闪LED驱动电源设计,曾祺安(硕士),电子与通信工程(专业学位),袁飞,2019-11-08 10:00,https://gs.xmu.edu.cn/info/1220/4504.htm
1,基于海洋水质浮标的厦门湾叶绿素a变化特征及驱动因子分析,王晨玉(硕士),物理海洋学,张彩云,2019-11-05 09:00,https://gs.xmu.edu.cn/info/1220/4483.htm
2,高等级路面综合评价体系及路面裂缝图像识别研究,何雪娇(硕士),建筑与土木工程(专业学位),张建国,2019-11-06 14:30,https://gs.xmu.edu.cn/info/1220/4443.htm
3,商业银行供应链金融风险控制评估研究 ——以M商业银行为例,何文巧(硕士),金融硕士(专业学位),朱孟楠,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4521.htm
4,可转债下修转股价公告效应及影响因素研究,杨超(硕士),金融硕士(专业学位),陈海强,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4520.htm
5,区域金融发展对地区企业并购行为的影响——基于中国资本市场的实证发现,吴怡婷(硕士),金融硕士(专业学位),蔡庆丰,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4519.htm
6,我国银行承兑汇票贴现利率影响因素研究,潘浩(硕士),金融硕士(专业学位),卢宝梅,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4518.htm
7,我国利率市场化对中小企业融资约束的影响,蒋英杰(硕士),金融硕士(专业学位),郭晔,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4517.htm
8,中国上市银行高管薪酬与综合经营绩效相关性的实证分析,叶涵哲(硕士),金融硕士(专业学位),吴丽华,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4516.htm
9,我国商业银行盈利结构及非利息收入影响因素研究,廖滢(硕士),金融硕士(专业学位),吴丽华,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4515.htm
10,互联网金融对商业银行盈利的影响研究,黄丽琴(硕士),金融硕士(专业学位),吴丽华,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4514.htm
11,人民币汇率、短期资本流动互动研究----基于风险管理的视角,刘伟杰(硕士),保险硕士(专业学位),吴丽华,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4513.htm
12,等离激元模式的超灵敏表征及应用研究,高敏(博士),光学,杨志林,2019-11-08 08:15,https://gs.xmu.edu.cn/info/1220/4505.htm
13,A股股票收益率的领滞效应实证研究,吴游颖(硕士),金融硕士(专业学位),陈海强,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4531.htm
14,被并方高管薪酬与并购绩效——参照契约参照点理论,王潇杨(硕士),金融硕士(专业学位),黄娟娟,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4530.htm
15,股改长期效应对A股定价效率的影响研究 ——基于Fama-French类定价模型,彭慧凯(硕士),金融硕士(专业学位),吴丽华,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4529.htm
16,我国期货市场个人行为研究,罗丽(硕士),金融硕士(专业学位),韩乾,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4528.htm
17,房地产投资信托基金收益率的影响因素分析--以香港市场为例,李永平(硕士),金融硕士(专业学位),陈善昂,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4527.htm
18,基于自助法的财务因子筛选,陈强(硕士),金融硕士(专业学位),陈海强,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4526.htm
19,软信息与商业银行小微贷款风险度量研究 ------基于FAHP方法,林友文(硕士),金融硕士(专业学位),陈善昂,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4525.htm
20,股票市场开放与现金股利政策——基于双重差分和中介效应的视角,林迪(硕士),金融硕士(专业学位),戴淑庚,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4524.htm
21,地区反腐败与企业绩效——基于企业创新研发中介效应实证检验,陈舒雯(硕士),金融硕士(专业学位),蔡庆丰,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4523.htm
22,商业银行参与私募股权业务的现状、风险及风险防范,陈智耀(硕士),金融硕士(专业学位),江曙霞,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4522.htm
23,S公司PVD车间建设工程项目风险管理,胡健毓(硕士),工程管理硕士(专业学位),彭丽芳,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4542.htm
24,半参数空间滞后模型及应用,左敏(硕士),应用统计硕士(专业学位),唐礼智,2019-11-10 09:00,https://gs.xmu.edu.cn/info/1220/4541.htm
25,人民币外汇市场压力对房地产价格的影响研究 --基于TVP-SV-VAR模型,李雅茜(硕士),应用统计硕士(专业学位),朱孟楠,2019-11-10 09:00,https://gs.xmu.edu.cn/info/1220/4540.htm
26,基于深层卷积网络的概念股分类机制研究 ——股票的信息导向分类和产品导向分类,胡靖松(硕士),应用统计硕士(专业学位),耿森,2019-11-10 09:00,https://gs.xmu.edu.cn/info/1220/4539.htm
27,自动作曲系统的研究,SAMUEL KABAYIZA(硕士),计算机技术(专业学位),冯寅,2019-11-10 15:00,https://gs.xmu.edu.cn/info/1220/4538.htm
28,基于调性分析的唱歌旋律识别技术,ABDERRAHMANE RACHID(硕士),计算机技术(专业学位),冯寅,2019-11-10 15:00,https://gs.xmu.edu.cn/info/1220/4537.htm
29,集中式可诊断重卡车身控制器的研发,秦松(硕士),电子与通信工程(专业学位),林聪仁,2019-11-10 16:00,https://gs.xmu.edu.cn/info/1220/4536.htm
30,我国商业银行理财产品对货币信贷传导渠道的影响,邹乾阳(硕士),金融硕士(专业学位),卢宝梅,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4534.htm
31,高阶矩风险溢价对商品期货报酬率的解释——基于豆粕和白糖期货的实证研究,余瑶(硕士),金融硕士(专业学位),谢沛霖,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4533.htm
32,我国商业银行净息差影响因素研究——基于零售业务视角,夏培峰(硕士),金融硕士(专业学位),戴淑庚,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4532.htm
33,债券担保对债券评级和融资成本的影响——基于中国公司债市场的实证研究,林雅婷(硕士),金融硕士(专业学位),郭晔,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4552.htm
34,X烟厂烟草原料质量改进项目研究,龚聃妮(硕士),项目管理(专业学位),李兵,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4551.htm
35,X啤酒公司回收瓶逆向物流运作模式选择研究,陆晓程(硕士),物流工程(专业学位),计国君,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4550.htm
36,基于集装箱调配的陆地港成本控制研究,李圆圆(硕士),物流工程(专业学位),计国君,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4549.htm
37,A市公安局财务智能化管理系统项目建设研究,曾荣快(硕士),工程管理硕士(专业学位),蔡舜,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4548.htm
38,X市城建档案数字化项目管理研究,徐梅琳(硕士),工程管理硕士(专业学位),李兵,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4547.htm
39,JD房地产项目运营质效改进方案策划研究,郑翔(硕士),工程管理硕士(专业学位),李兵,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4546.htm
40,基于关键链的A变电站项目进度管理研究,张锦(硕士),工程管理硕士(专业学位),张存禄,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4545.htm
41,思明南路道路提升工程项目进度管理研究,杨诚(硕士),工程管理硕士(专业学位),蔡舜,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4544.htm
42,NA供电公司配网自动化工程质量改进项目研究,梁威魄(硕士),工程管理硕士(专业学位),韩水华,2019-11-10 08:30,https://gs.xmu.edu.cn/info/1220/4543.htm
43,贸易协定对中国与非洲之间的贸易流量的影响,NIGISTAZEB MOGES TESFAMARIAM(硕士),国际贸易学,谢瑞平,2019-11-11 14:30,https://gs.xmu.edu.cn/info/1220/4562.htm
44,空气污染对股票收益率的影响：来自新加坡的实证分析,CHANG IAO TIM(硕士),金融学,文家奕,2019-11-11 15:15,https://gs.xmu.edu.cn/info/1220/4561.htm
45,乌干达的移动货币，货币政策和通货膨胀动态。,TOLIVA SOLOMON IWUTUNG(硕士),金融工程,金昊,2019-11-11 16:00,https://gs.xmu.edu.cn/info/1220/4560.htm
46,小额融资对经济增长的影响：以摩洛哥为例,YOUNES EL-HACHTOUKI(硕士),金融学,陈力,2019-11-11 16:30,https://gs.xmu.edu.cn/info/1220/4559.htm
47,基础设施和经济增长——来自中国城市面板数据的证据,FRANK SADE BILAUPAINE(硕士),国际贸易学,廖谋华,2019-11-11 17:15,https://gs.xmu.edu.cn/info/1220/4558.htm
48,基于Fscore模型的A股实证分析与改进,谢庆宁(硕士),金融硕士(专业学位),陈海强,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4557.htm
49,公司章程中加入反收购条款是否损害股东利益,康泽林(硕士),金融硕士(专业学位),黄娟娟,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4556.htm
50,信息透明度与企业避税行为-基于A股上市公司的实证研究,杜小菊(硕士),金融硕士(专业学位),黄娟娟,2019-11-09 08:30,https://gs.xmu.edu.cn/info/1220/4555.htm
51,公司风险投资对企业创新的影响--基于创业板上市公司数据,周胜男(硕士),金融硕士(专业学位),朱孟楠,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4554.htm
52,上市公司定向增发失败的股价反应研究,叶琼(硕士),金融硕士(专业学位),郭晔,2019-11-09 14:30,https://gs.xmu.edu.cn/info/1220/4553.htm
53,数字图像相关方法（DIC）在材料力学实验中的应用研究,李彦豪(硕士),建筑与土木工程(专业学位),雷鹰,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4579.htm
54,钱隆府项目进度管理研究,林惠龙(硕士),建筑与土木工程(专业学位),邓建勋,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4578.htm
55,基于多元行为分析的历史文化街区旅游规划研究-以中山路为例,陈忠良(硕士),建筑与土木工程(专业学位),李渊,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4577.htm
56,公路边坡生态防护措施及其应用研究,陈美容(硕士),建筑与土木工程(专业学位),李庶林,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4576.htm
57,乡村振兴战略背景下农村宅基地分配与资本化运作研究,付林莉(硕士),建筑与土木工程(专业学位),杨哲,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4575.htm
58,厦门洋唐居住区保障性安居工程设计研究,郑镇东(硕士),建筑与土木工程(专业学位),,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4574.htm
59,全球化与收入不平等：加入世界贸易组织对我国代际收入流动性的影响,姜泽华(硕士),劳动经济学,龙小宁,2019-11-11 14:30,https://gs.xmu.edu.cn/info/1220/4566.htm
60,改革开放以来我国农村的分工演进和制度变迁对农村经济增长的作用分析——基于新兴古典经济学框架,关元智(硕士),数量经济学,刘榆,2019-11-11 14:30,https://gs.xmu.edu.cn/info/1220/4565.htm
61,双边市场视角下P2P网贷平台市场势力对企业行为影响,陈一鋆(硕士),产业经济学,刘根荣,2019-11-11 14:30,https://gs.xmu.edu.cn/info/1220/4564.htm
62,贸易开放、产业关联与行业生产率变动 ——基于贸易流量数据的参数校准和反事实分析,陈晓阳(硕士),国际经济学,杨曦,2019-11-11 14:30,https://gs.xmu.edu.cn/info/1220/4563.htm
63,社会网络、市场化与人职匹配,杨振楠(硕士),发展经济学,邵宜航,2019-11-12 14:30,https://gs.xmu.edu.cn/info/1220/4589.htm
64,政府区域协调政策与经济集聚——基于省级面板数据的分析,李希孟(硕士),西方经济学,江永基,2019-11-12 14:30,https://gs.xmu.edu.cn/info/1220/4588.htm
65,货币政策效应区域不对称性的实证研究——基于FAVAR模型,赖鸿辉(硕士),西方经济学,张宇,2019-11-12 14:30,https://gs.xmu.edu.cn/info/1220/4587.htm
66,社会资本视角下福建省基础设施PPP项目风险控制研究,余建福(硕士),建筑与土木工程(专业学位),周红,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4586.htm
67,BIM技术在总承包企业施工阶段的应用研究,杜振乾(硕士),建筑与土木工程(专业学位),郑翥鹏,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4585.htm
68,濒海地区（厦门）地铁地下车站外墙裂缝及渗漏水防治初探,林海山(硕士),建筑与土木工程(专业学位),张鹏程,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4584.htm
69,复杂气象条件下大跨径移动模架施工技术研究,熊子多(硕士),建筑与土木工程(专业学位),王东东,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4583.htm
70,房地产项目示范区标准化设计研究,黄磊(硕士),建筑与土木工程(专业学位),王明非,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4582.htm
71,厦门老年人出行规律可视化及空间设施规划建议研究,何以勒(硕士),建筑与土木工程(专业学位),许旺土,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4581.htm
72,削扩支盘抗拔桩受力特性试验测试及工程应用研究,李千(硕士),建筑与土木工程(专业学位),李庶林,2019-11-13 14:30,https://gs.xmu.edu.cn/info/1220/4580.htm
73,HF房地产公司员工职业生涯管理系统的构建研究,王娟(硕士),高级管理人员工商管理硕士(专业学位),詹虹,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4608.htm
74,特色小镇盈利模式研究,孙静(硕士),高级管理人员工商管理硕士(专业学位),董藩,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4607.htm
75,关于新三板我国信息技术中小企业的融资问题研究,吴磊(硕士),高级管理人员工商管理硕士(专业学位),陈守德,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4606.htm
76,基于平衡计分卡的G银行H支行员工绩效管理优化研究,周媛媛(硕士),高级管理人员工商管理硕士(专业学位),木志荣,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4605.htm
77,《新常态下H市X银行中层管理者绩效考核体系研究》,吴锡清(硕士),高级管理人员工商管理硕士(专业学位),戴亦一,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4604.htm
78,反腐败与公司现金持有量：中国证据,HYGERTA RAMA(硕士),会计学,胡金帅,2019-11-15 15:30,https://gs.xmu.edu.cn/info/1220/4603.htm
79,加班工资补偿的偏好研究——基于离散选择实验的分析,曾斯棋(硕士),西方经济学,赵敏强,2019-11-12 14:30,https://gs.xmu.edu.cn/info/1220/4594.htm
80,RSK通过磷酸化坏死小体上Caspase-8的T265位点促进坏死样凋亡的发生,何鹏(博士),细胞生物学,韩家淮,2019-11-14 10:30,https://gs.xmu.edu.cn/info/1220/4593.htm
81,红树植物与互花米草根际微生物群落对不同潮位梯度的响应,戴沛良(硕士),生物学,田蕴,2019-11-12 09:30,https://gs.xmu.edu.cn/info/1220/4591.htm
82,环境规制对制造业企业全要素生产率的影响研究——基于非线性视角,张萍(硕士),管理经济学,张晶,2019-11-12 14:30,https://gs.xmu.edu.cn/info/1220/4590.htm
83,财政民生支出对居民消费影响的微观证据,成峰(博士),财政学,邓力平,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4618.htm
84,中国城镇居民家庭财富差距与代际流动性研究,彭骏(博士),西方经济学,赵西亮,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4617.htm
85,不对称减排、贸易自由化的排放效应与福利效应研究,王利杰(博士),国际贸易学,彭水军,2019-11-15 09:00,https://gs.xmu.edu.cn/info/1220/4616.htm
86,城市流动人口对企业出口的影响研究,陈榕景(博士),国际贸易学,张明志,2019-11-15 09:00,https://gs.xmu.edu.cn/info/1220/4615.htm
87,无线射频识别RFID技术的研究与应用,李麟(硕士),电子与通信工程(专业学位),王亚军,2019-11-15 13:45,https://gs.xmu.edu.cn/info/1220/4614.htm
88,“一带一路”背景下中国企业对外直接投资的财税支持问题研究,马骏(博士),财政学,邓力平,2019-11-15 14:00,https://gs.xmu.edu.cn/info/1220/4613.htm
89,我国房产税改革对房价的影响研究,王安(博士),财政学,张馨,2019-11-15 14:00,https://gs.xmu.edu.cn/info/1220/4612.htm
90,供应链企业税务风险管控研究-以F公司为例,刘斌(硕士),高级管理人员工商管理硕士(专业学位),计国君,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4611.htm
91,中小民营企业知识型员工流失管理机制研究——以G公司为例,晏福平(硕士),高级管理人员工商管理硕士(专业学位),宋培林,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4610.htm
92,中航飞机投资价值分析,曹伊坚(硕士),高级管理人员工商管理硕士(专业学位),李常青,2019-11-15 14:30,https://gs.xmu.edu.cn/info/1220/4609.htm
93,微型LED的光电特性及全彩化显示研究,郭伟杰(博士),物理电子学,陈忠,2019-11-14 15:30,https://gs.xmu.edu.cn/info/1220/4628.htm
94,海外中华文化教学模式研究,魏珮玲(博士),对外汉语教学,郑通涛,2019-11-15 08:00,https://gs.xmu.edu.cn/info/1220/4627.htm
95,JEJ公司发展战略研究,杨宁(硕士),高级管理人员工商管理硕士(专业学位),孟林明,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4626.htm
96,国企治理中党委会作用的优化研究——以A旅游公司为例,李伟谦(硕士),高级管理人员工商管理硕士(专业学位),赵蓓,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4625.htm
97,增值型内部审计与社会责任履行关系研究-以美的集团为例,何发平(硕士),高级管理人员工商管理硕士(专业学位),严晖,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4624.htm
98,企业集团资金管理研究——以A集团为例,林雪云(硕士),高级管理人员工商管理硕士(专业学位),薛祖云,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4623.htm
99,新常态下S农商银行同业业务内部审计研究,刁光阳(硕士),高级管理人员工商管理硕士(专业学位),郭丹霞,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4622.htm
100,XX物流公司发展战略研究,朱宏伟(硕士),高级管理人员工商管理硕士(专业学位),唐炎钊,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4621.htm
101,厦门MR设计院有限公司发展战略研究,魏伯忠(硕士),高级管理人员工商管理硕士(专业学位),吴文华,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4620.htm
102,企业家精神传承与中国经济增长,胡厚全(博士),西方经济学,方颖,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4619.htm
103,红树林的沉积物—水界面及其内部循环物质的季节和潮汐变化,石雪莹(硕士),海洋化学,蔡平河,2019-11-16 12:27,https://gs.xmu.edu.cn/info/1220/4643.htm
104,渤海与东海底部沉积物耗氧过程—基于224Ra/228Th不平衡的研究,刘伟(硕士),海洋化学,蔡平河,2019-11-16 12:31,https://gs.xmu.edu.cn/info/1220/4642.htm
105,P酒店集团品牌策略研究,覃涛(硕士),高级管理人员工商管理硕士(专业学位),郭朝阳,2019-11-16 14:30,https://gs.xmu.edu.cn/info/1220/4641.htm
106,新零售下郑州正弘城营销模式研究,刘永松(硕士),高级管理人员工商管理硕士(专业学位),李卫东,2019-11-16 14:30,https://gs.xmu.edu.cn/info/1220/4640.htm
107,吉林世贸万锦大酒店建设管理研究,韩礼力(硕士),高级管理人员工商管理硕士(专业学位),李兵,2019-11-16 14:30,https://gs.xmu.edu.cn/info/1220/4639.htm
108,家装企业商业模式创新研究：以百安居为例,陈进权(硕士),高级管理人员工商管理硕士(专业学位),黄炳艺,2019-11-16 14:30,https://gs.xmu.edu.cn/info/1220/4638.htm
109,稳健的创新投资策略与流动性管理,左玲(博士),金融工程,陈蓉,2019-11-16 14:30,https://gs.xmu.edu.cn/info/1220/4637.htm
110,期权隐含波动率曲面：建模与应用,王忧(博士),金融工程,郑振龙,2019-11-16 14:30,https://gs.xmu.edu.cn/info/1220/4636.htm
111,海南离岛免税政策的经济增长效应研究——兼谈对平潭岛的借鉴意义,魏冬生(硕士),税务硕士(专业学位),刘晔,2019-11-16 14:30,https://gs.xmu.edu.cn/info/1220/4635.htm
112,海葵鱼的珊瑚礁生态适应性机制研究—以克氏双锯鱼为例,王焕(博士),海洋生物学,丁少雄,2019-11-16 15:00,https://gs.xmu.edu.cn/info/1220/4634.htm
113,性别身份认同规范与劳动力市场表现的性别差距——基于劳动供给、工资和企业家精神的视角,蓝嘉俊(博士),劳动经济学,方颖,2019-11-15 08:30,https://gs.xmu.edu.cn/info/1220/4653.htm
114,青秀区社会治理网格化电子政务应用研究,李伟(硕士),高级管理人员工商管理硕士(专业学位),彭丽芳,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4652.htm
115,深圳市八只脚丫教育公益事业发展中心发展战略研究,李得刚(硕士),高级管理人员工商管理硕士(专业学位),林志扬,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4651.htm
116,美的集团的战略转型研究,肖中孝(硕士),高级管理人员工商管理硕士(专业学位),唐炎钊,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4650.htm
117,国际化视角下西泠拍卖战略转型研究,陆镜清(硕士),高级管理人员工商管理硕士(专业学位),林志扬,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4649.htm
118,扬子江空调集团竞争战略研究,陈建青(硕士),高级管理人员工商管理硕士(专业学位),吴文华,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4648.htm
119,基于权益金的返租酒店式公寓推荐的有效性研究 -以广西北海北部湾1号为例,丁海(硕士),高级管理人员工商管理硕士(专业学位),林璧属,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4647.htm
120,货币政策和宏观审慎双支柱调控框架的政策效应：基于宏观经济政策评估视角的研究,刘泽琴(博士),数量经济学,蔡宗武,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4646.htm
121,考虑测量误差的波动率预测,肖佳文(博士),数量经济学,赵华,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4645.htm
122,基于贝叶斯方法空间面板模型的理论和应用研究,石军夏(博士),数量经济学,唐礼智,2019-11-16 08:30,https://gs.xmu.edu.cn/info/1220/4644.htm
123,基于IPA分析法的宁德世界地质公园旅游营销策略研究,林勇泰(硕士),旅游管理硕士(专业学位),林德荣,2019-11-17 09:15,https://gs.xmu.edu.cn/info/1220/4664.htm
124,基于居民视角的景区流域生态安全感知和生态安全行为研究——以武夷山国家公园九曲溪流域为例,平文婷(硕士),旅游管理硕士(专业学位),林璧属,2019-11-17 09:15,https://gs.xmu.edu.cn/info/1220/4663.htm
125,地铁交通与城市旅游的空间关联分析——以厦门市为例,宋白杨(硕士),旅游管理硕士(专业学位),林璧属,2019-11-17 10:00,https://gs.xmu.edu.cn/info/1220/4662.htm
126,历史文化类景区旅游服务质量评价研究——以胡里山炮台为例,颜耿逸(硕士),旅游管理硕士(专业学位),伍晓奕,2019-11-17 10:00,https://gs.xmu.edu.cn/info/1220/4661.htm
127,基于模糊综合评价法的旅游综合体建设项目风险评估研究,傅伟真(硕士),旅游管理硕士(专业学位),林德荣,2019-11-17 10:00,https://gs.xmu.edu.cn/info/1220/4660.htm
128,多码头的海岛型景区个性化旅游线路设计研究—以鼓浪屿为例,陈信杉(硕士),旅游管理硕士(专业学位),郑伟民,2019-11-17 10:45,https://gs.xmu.edu.cn/info/1220/4659.htm
129,乡村旅游转型升级的动力机制——以厦门市同安区白交祠村为例,史婉慧(硕士),旅游管理硕士(专业学位),魏敏,2019-11-17 10:45,https://gs.xmu.edu.cn/info/1220/4658.htm
130,厦门航空应对高铁竞争的策略研究：基于4P分析框架,樊俐君(硕士),旅游管理硕士(专业学位),周波,2019-11-17 10:45,https://gs.xmu.edu.cn/info/1220/4657.htm
131,旅游上市企业定向增发对公司价值影响研究-------以中青旅控股为例,曾小锋(硕士),旅游管理硕士(专业学位),魏敏,2019-11-17 11:30,https://gs.xmu.edu.cn/info/1220/4656.htm
132,消费社会学视角下的旅游吸引物分析——以厦门集美学村为例,王静(硕士),旅游管理硕士(专业学位),张进福,2019-11-17 11:30,https://gs.xmu.edu.cn/info/1220/4655.htm
133,糖原合成酶激酶3在维持调节性T细胞的稳态和功能中的作用及其调控机制的研究,马蕾(博士),生物化学与分子生物学,刘文贤,2019-11-20 09:30,https://gs.xmu.edu.cn/info/1220/4685.htm
134,糖原合成酶激酶 3 在胸腺成熟 T 细胞 外迁中的作用和机制研究,刘晨风(博士),细胞生物学,刘文贤,2019-11-20 09:30,https://gs.xmu.edu.cn/info/1220/4684.htm
135,LRG1通过血管新生介导慢性肾脏病的作用及机制,张璐(博士),生理学,石桂秀,2019-11-20 14:30,https://gs.xmu.edu.cn/info/1220/4683.htm
136,印尼学生汉字书写偏误分析--以印尼丹戎布拉国立大学为例,SEMBIRING LYFENIA MEYCAFIANI(硕士),汉语国际教育硕士(专业学位),潘超青,2019-11-18 14:30,https://gs.xmu.edu.cn/info/1220/4671.htm
137,菲律宾的中国形象调查研究,肖玉姗(硕士),汉语国际推广,张桃,2019-11-18 14:30,https://gs.xmu.edu.cn/info/1220/4670.htm
138,新西兰汉语教材《好》研究分析及编写建议,居忆然(硕士),汉语国际教育硕士(专业学位),常大群,2019-11-18 14:30,https://gs.xmu.edu.cn/info/1220/4669.htm
139,旅游上市公司董事会结构特征与激励特征对企业绩效影响研究,王迎(硕士),旅游管理硕士(专业学位),黄海玉,2019-11-17 08:30,https://gs.xmu.edu.cn/info/1220/4668.htm
140,历史文化街区的商业模式创新 ——以三坊七巷为例,江挺(硕士),旅游管理硕士(专业学位),周波,2019-11-17 08:30,https://gs.xmu.edu.cn/info/1220/4667.htm
141,基于云计算的智慧旅游政务研究,林吴迪(硕士),旅游管理硕士(专业学位),魏敏,2019-11-17 08:30,https://gs.xmu.edu.cn/info/1220/4666.htm
142,基于空间句法的漳州古城游览空间组构研究,林尔英(硕士),旅游管理硕士(专业学位),林璧属,2019-11-17 09:15,https://gs.xmu.edu.cn/info/1220/4665.htm
143,卷积等价(格)分布簇的若干性质研究,陈维(博士),概率论与数理统计,张曙光,2019-11-23 15:00,https://gs.xmu.edu.cn/info/1220/4707.htm
144,肿瘤体细胞突变过程的决定因素揭示肿瘤演进的驱动基因,郭金涛(博士),生理学,李奇渊,2019-11-23 15:30,https://gs.xmu.edu.cn/info/1220/4706.htm
145,利用人胚胎干细胞体外分化模型和蛋白质组学系统分析纳米二氧化钛的毒性及其作用机制,潘磊(博士),生理学,徐秀琴,2019-11-23 16:30,https://gs.xmu.edu.cn/info/1220/4705.htm
146,毫米波雷达和视频联合处理系统在安防中的应用研究,陈思程(硕士),电子与通信工程(专业学位),邓振淼,2019-11-22 08:30,https://gs.xmu.edu.cn/info/1220/4700.htm
147,泛素特异性蛋白酶25(USP25)在唐氏综合征发生发展中的作用研究,马学海(博士),生理学,许华曦,2019-11-22 14:00,https://gs.xmu.edu.cn/info/1220/4699.htm
148,高稳定性钙钛矿量子点的制备及其光电性能研究,李扬(博士),光伏工程,陈朝,2019-11-22 14:30,https://gs.xmu.edu.cn/info/1220/4698.htm
149,高级汉语学习者三音节惯用语习得研究,曾靖雯(硕士),语言学及应用语言学,赵明,2019-11-22 14:30,https://gs.xmu.edu.cn/info/1220/4697.htm
150,过表达人源SNX27增强小鼠学习认知以及参与改善tauopathy病理疾病的作用研究,霍媛慧(博士),生理学,许华曦,2019-11-22 15:00,https://gs.xmu.edu.cn/info/1220/4696.htm
151,一种小型MEMS非色散红外光谱仪及其应用研究,张绍达(博士),微电子学与固体电子学,伞海生,2019-11-19 14:30,https://gs.xmu.edu.cn/info/1220/4694.htm
152,海洋环境中颗粒有机物对微生物群落结构和功能的影响,侯蕾(博士),海洋生物学,焦念志,2019-11-18 09:30,https://gs.xmu.edu.cn/info/1220/4686.htm
